,customerid,count,country,state,city,zip_code,lat_long,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn_score,cltv,churn_reason,gender_female,gender_male,internet_svc_none,internet_svc_dsl,internet_svc_fiber,contract_mtm,contract_1yr,contract_2yr,pmt_meth_bank_trx_auto,pmt_meth_cc_auto,pmt_meth_echeck,pmt_meth_mail_check,churn_rsn_grp_cust_svc,churn_rsn_grp_moved,churn_rsn_grp_pricing,churn_rsn_grp_product,churn_rsn_grp_unknown,p1_phone_only,p2_phone_multi,p3_dsl_only,p4_dsl_plus,p5_dsl_bund_core,p6_dsl_bund_plus,p7_fib_bund_core,p8_fib_bund_plus,charge_trend_index,streams,pmt_meth_auto,svc_add_ons,charge_cust_index,tenure_1yr,tenure_2-4yr,tenure_4+yr,churn_value
1479,2460-FPSYH,1,United States,California,Exeter,93221,"36.301689, -119.018233",1,0,0,40,0,0,1,1,0,0,1,1,1,55.8,2109.35,90,4272,Attitude of support person,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.06,2,0,2,1.51,0,1,0,1
1801,2446-PLQVO,1,United States,California,Santa Clarita,91350,"34.502432, -118.41459",0,0,0,1,1,0,0,0,0,0,0,0,1,70.3,70.3,78,4512,Don't know,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0.91,1,0,0,1
2361,7838-LAZFO,1,United States,California,Hanford,93230,"36.29223, -119.622676",0,1,0,45,1,0,1,1,1,0,1,1,0,78.8,3597.5,37,4192,,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.99,2,1,3,1.22,0,1,0,0
2701,9330-DHBFL,1,United States,California,San Jose,95130,"37.277592, -121.986477",0,1,0,23,1,0,1,1,1,1,0,0,1,66.25,1533.8,22,2072,,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.99,0,0,4,0.94,0,1,0,0
557,9300-RENDD,1,United States,California,Cedar Glen,92321,"34.255203, -117.175654",0,0,0,1,1,0,0,0,0,0,1,0,1,79.95,79.95,99,4815,Attitude of support person,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1.04,1,0,0,1
1622,3627-FCRDW,1,United States,California,Hughson,95326,"37.5923, -120.853288",0,0,0,9,1,0,0,0,0,0,0,0,0,71.0,672.55,81,2236,Competitor offered more data,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.95,0,0,0,0.92,1,0,0,1
4971,4395-PZMSN,1,United States,California,San Gregorio,94074,"37.331762, -122.341444",1,0,0,5,1,0,0,1,0,0,0,1,1,85.55,408.5,48,2850,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05,1,0,1,1.03,1,0,0,0
2371,3088-FVYWK,1,United States,California,Mc Kittrick,93251,"35.38381, -119.730885",0,1,1,53,1,1,0,0,0,0,0,0,0,25.55,1336.1,46,5794,,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.01,0,1,1,0.99,0,0,1,0
4454,5443-SCMKX,1,United States,California,Newbury Park,91320,"34.172071, -118.946262",0,1,0,58,1,1,0,1,1,0,0,1,1,94.3,5610.15,77,6166,,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.97,1,0,3,0.94,0,0,1,0
6588,3472-QPRCH,1,United States,California,Sacramento,95826,"38.542532, -121.378826",0,1,1,40,1,1,0,0,0,0,0,0,0,25.25,1006.9,53,3217,,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,0.98,0,1,0,0
5503,0089-IIQKO,1,United States,California,Coleville,96107,"38.42528, -119.475741",0,1,1,39,1,1,0,0,0,1,1,1,1,99.95,3767.4,43,4447,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.03,2,1,2,1.11,0,1,0,0
5151,3397-AVTKU,1,United States,California,Mount Hamilton,95140,"37.382909, -121.634151",0,0,0,43,1,0,0,1,0,0,0,1,1,60.0,2548.55,73,4614,,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01,1,0,1,1.16,0,1,0,0
5888,1696-HXOWK,1,United States,California,Riverside,92506,"33.930931, -117.361788",0,1,0,71,1,1,1,1,0,0,1,0,0,95.65,6856.95,65,5856,,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,1,0,3,1.02,0,0,1,0
2246,8981-FJGLA,1,United States,California,Hemet,92545,"33.734933, -117.044145",0,0,1,11,1,1,0,0,1,0,0,0,1,78.0,851.8,23,4886,,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,0,0,2,0.83,1,0,0,0
4778,9861-PDSZP,1,United States,California,Delano,93215,"35.772244, -119.209689",0,0,0,72,1,1,0,1,1,1,1,1,1,108.05,7806.6,28,5430,,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2,1,4,1.02,0,0,1,0
5258,9256-JTBNZ,1,United States,California,Potter Valley,95469,"39.408634, -123.045516",0,0,0,11,1,0,0,0,0,0,0,0,0,20.3,246.3,72,4188,,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.91,0,1,0,1.11,1,0,0,0
1407,0877-SDMBN,1,United States,California,Parker Dam,92267,"34.273872, -114.192901",0,0,0,54,1,1,1,0,1,0,1,1,1,103.95,5639.05,99,6117,Competitor offered more data,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,2,1,3,1.07,0,0,1,1
164,4160-AMJTL,1,United States,California,Fellows,93224,"35.215731, -119.57013",1,0,0,8,1,0,0,0,0,0,0,0,0,19.65,164.3,83,5432,Competitor offered more data,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.96,0,0,0,1.08,1,0,0,1
2869,7130-YXBRO,1,United States,California,Cool,95614,"38.880622, -120.973865",0,1,0,48,1,1,1,1,1,0,1,1,1,111.45,5315.1,74,2319,,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,2,1,4,1.08,0,0,0,0
6169,2971-SGAFL,1,United States,California,Millbrae,94030,"37.601248, -122.403099",0,0,0,13,1,1,1,0,1,0,1,1,1,78.75,995.35,79,5631,,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.03,2,0,3,1.18,0,1,0,0
6803,3733-ZEECP,1,United States,California,Inglewood,90301,"33.956445, -118.358634",0,1,1,22,1,0,0,0,0,1,0,0,1,51.1,1232.9,34,5329,,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.91,0,0,1,0.98,0,1,0,0
4180,8336-TAVKX,1,United States,California,Berry Creek,95916,"39.657228, -121.37778",1,1,0,72,1,1,1,1,1,1,0,1,0,78.45,5682.25,71,4032,,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.99,1,1,5,1.0,0,0,1,0
533,6845-RGTYS,1,United States,California,San Diego,92110,"32.76501, -117.19938",0,1,0,47,1,1,1,1,1,0,1,0,1,98.75,4533.7,80,4622,Product dissatisfaction,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.02,1,0,4,0.96,0,1,0,1
863,5016-ETTFF,1,United States,California,Los Angeles,90016,"34.028331, -118.354338",0,0,0,10,0,0,0,0,1,0,0,0,0,29.5,255.25,69,3797,Service dissatisfaction,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.16,0,0,1,0.79,1,0,0,1
4578,1545-JFUML,1,United States,California,San Diego,92111,"32.805518, -117.169052",0,1,0,71,1,1,1,1,1,0,1,0,1,99.0,6994.6,31,5295,,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,4,0.96,0,0,1,0
3273,3318-NMQXL,1,United States,California,El Monte,91731,"34.079934, -118.046695",0,0,0,3,1,0,0,0,0,0,1,1,1,92.0,266.8,42,4345,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.03,2,0,0,1.19,1,0,0,0
3370,2550-QHZGP,1,United States,California,Calexico,92231,"32.690654, -115.431225",0,0,0,7,1,0,0,0,0,0,0,0,0,19.5,128.6,71,4271,,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.06,0,0,0,1.07,1,0,0,0
1976,1095-WGNGG,1,United States,California,San Pedro,90732,"33.744119, -118.31448",0,1,0,61,1,1,0,1,0,0,1,1,1,101.05,5971.25,60,6311,,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.03,2,1,2,1.12,0,0,1,0
4838,4098-NAUKP,1,United States,California,Oceano,93445,"35.059695, -120.604741",1,1,1,68,1,1,0,1,1,0,0,0,1,84.65,5683.6,72,6404,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,0,0,3,0.85,0,0,1,0
3449,2014-MKGMH,1,United States,California,Riverside,92508,"33.885499, -117.324959",0,0,0,46,1,1,0,0,1,0,1,1,1,101.1,4674.4,54,4883,,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,2,0,2,1.07,0,1,0,0
1632,1260-TTRXI,1,United States,California,Planada,95365,"37.329725, -120.306399",0,0,0,4,1,0,0,0,0,0,0,1,0,54.3,195.3,87,5834,Long distance charges,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.11,1,0,0,1.18,1,0,0,1
4129,1666-JXLKU,1,United States,California,Shingle Springs,95682,"38.598936, -120.963092",0,0,0,37,1,1,0,0,1,0,1,1,1,100.05,3810.55,52,2904,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.97,2,0,2,1.06,0,1,0,0
6602,3266-FTKHB,1,United States,California,Beale Afb,95903,"39.125311, -121.392283",0,0,0,17,1,0,0,0,0,0,0,0,0,19.15,343.45,60,2717,,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.95,0,0,0,1.05,0,1,0,0
2397,1456-TWCGB,1,United States,California,Bakersfield,93309,"35.342891, -119.064803",0,0,0,4,1,0,0,1,0,0,0,0,0,49.25,208.45,37,3272,,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.95,0,0,1,0.95,1,0,0,0
6677,5949-HGVJL,1,United States,California,Mccloud,96057,"41.251322, -122.105209",0,1,0,26,1,0,0,1,0,1,1,1,1,73.05,1959.5,46,2753,,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.97,2,0,2,1.26,0,1,0,0
58,9947-OTFQU,1,United States,California,Covina,91722,"34.097345, -117.906736",1,0,0,15,1,0,0,1,0,0,0,0,1,74.4,1074.3,86,4616,Service dissatisfaction,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.04,0,0,1,0.9,0,1,0,1
3714,2333-KWEWW,1,United States,California,Fresno,93721,"36.732694, -119.783786",0,0,0,18,1,0,0,0,0,0,0,0,0,20.05,388.6,20,2782,,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.93,0,1,0,1.1,0,1,0,0
5465,5825-XJOCM,1,United States,California,Gazelle,96034,"41.411315, -122.697236",0,0,1,48,1,1,1,1,1,0,0,0,1,64.4,3035.35,45,2545,,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.02,0,1,4,0.89,0,0,0,0
1139,7130-VTEWQ,1,United States,California,San Rafael,94903,"38.018065, -122.546024",1,0,0,8,1,1,0,0,0,0,0,0,1,75.75,606.25,92,4174,Competitor offered more data,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,1,0.9,1,0,0,1
5106,1088-CNNKB,1,United States,California,Campbell,95008,"37.279689, -121.954567",0,1,0,63,1,1,1,1,1,1,0,1,0,80.0,5040.2,56,5540,,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1,1,5,1.02,0,0,1,0
6335,0401-WDBXM,1,United States,California,San Jose,95118,"37.255479, -121.889838",0,1,1,72,1,1,1,0,1,0,1,1,1,105.55,7542.25,62,4331,,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,2,1,3,1.08,0,0,1,0
2494,4250-WAROZ,1,United States,California,Fresno,93701,"36.749403, -119.787574",1,1,1,60,1,1,1,1,0,0,0,1,1,93.25,5774.55,70,4353,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.97,1,0,3,1.0,0,0,1,0
2438,3115-CZMZD,1,United States,California,Independence,93526,"36.869584, -118.189241",0,0,0,0,1,0,0,0,0,0,0,0,0,20.25,0.0,68,5504,,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20.25,0,0,0,1.11,1,0,0,0
2115,9385-EHGDO,1,United States,California,Lakeside,92040,"32.909873, -116.906774",0,1,1,35,1,0,0,0,0,0,0,0,1,19.85,739.35,46,4177,,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.94,0,0,0,1.09,0,1,0,0
3279,6637-KYRCV,1,United States,California,La Puente,91744,"34.031441, -117.936436",0,1,1,5,0,0,0,1,0,0,0,0,1,30.5,167.2,27,5973,,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.91,0,0,1,0.91,1,0,0,0
1077,2777-PHDEI,1,United States,California,Ahwahnee,93601,"37.375816, -119.739935",0,0,0,1,1,0,0,0,0,0,1,0,0,78.05,78.05,98,3458,Competitor offered more data,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1.01,1,0,0,1
5501,8242-PDSGJ,1,United States,California,Chilcoot,96105,"39.872961, -120.198876",0,1,0,70,0,0,1,0,1,1,0,0,1,39.15,2692.75,60,5840,,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.02,0,1,3,0.84,0,0,1,0
5498,3420-YJLQT,1,United States,California,Alturas,96101,"41.468877, -120.54229",0,0,0,2,1,1,0,1,0,0,0,0,0,79.55,151.75,24,5965,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05,0,0,2,0.88,1,0,0,0
1972,7850-VWJUU,1,United States,California,Lakewood,90715,"33.841027, -118.078097",0,0,0,23,1,0,1,0,0,0,0,0,1,75.0,1778.5,29,2221,,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.97,0,1,1,0.93,0,1,0,0
100,0533-BNWKF,1,United States,California,Palm Desert,92211,"33.762759, -116.324817",1,1,0,55,1,1,0,1,1,0,0,0,1,85.45,4874.7,100,5502,Lack of affordable download/upload speed,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.96,0,0,3,0.86,0,0,1,1
3383,7996-MHXLW,1,United States,California,Ocotillo,92259,"32.698964, -115.886656",0,0,0,66,1,1,0,0,0,0,0,0,1,25.15,1683.6,61,6141,,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.99,0,1,1,0.98,0,0,1,0
243,9889-TMAHG,1,United States,California,Fremont,94539,"37.516791, -121.899117",1,0,0,8,1,0,1,0,0,1,1,1,0,100.3,832.35,74,5084,Competitor had better devices,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.96,2,1,2,1.16,1,0,0,1
2674,8659-IOOPU,1,United States,California,Moss Landing,95039,"36.863303, -121.781632",0,1,1,71,1,1,1,0,1,1,0,1,0,100.45,7159.7,34,6171,,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,4,0.97,0,0,1,0
85,2868-SNELZ,1,United States,California,Pala,92059,"33.384345, -117.072619",0,0,0,2,1,1,0,0,1,0,0,0,0,80.6,155.8,92,2683,Product dissatisfaction,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.03,0,0,2,0.86,1,0,0,1
5993,9152-AMKAK,1,United States,California,Coalinga,93210,"36.186867, -120.387793",0,0,0,6,1,0,1,0,1,1,1,1,1,80.25,493.4,26,2706,,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.98,2,0,3,1.24,1,0,0,0
6997,5351-QESIO,1,United States,California,San Diego,92122,"32.85723, -117.209774",0,0,1,1,0,0,0,0,0,0,0,0,0,24.2,24.2,80,4276,,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,0.87,1,0,0,0
4031,1930-QPBVZ,1,United States,California,Laytonville,95454,"39.806141, -123.531098",0,1,1,68,1,0,1,1,0,1,0,1,0,95.1,6683.4,38,5748,,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.97,1,1,3,1.03,0,0,1,0
6704,2342-CKIAO,1,United States,California,Eagleville,96110,"41.280341, -120.150381",0,0,0,2,1,0,0,0,0,0,0,0,0,20.3,41.2,24,5074,,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.99,0,0,0,1.11,1,0,0,0
4927,0187-QSXOE,1,United States,California,Fresno,93725,"36.623632, -119.741322",1,1,0,7,1,0,0,0,0,0,1,1,1,89.0,605.45,36,5711,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.03,2,0,0,1.16,1,0,0,0
6671,0230-UBYPQ,1,United States,California,Hyampom,96046,"40.648024, -123.465088",1,1,0,63,0,0,1,0,0,1,0,0,0,36.1,2298.9,48,5089,,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.99,0,1,2,0.97,0,0,1,0
5640,5371-VYLSX,1,United States,California,Long Beach,90814,"33.771612, -118.143866",1,0,0,50,1,1,1,1,0,0,0,0,1,83.4,4113.7,68,4977,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,0,0,3,0.89,0,0,1,0
678,0137-OCGAB,1,United States,California,Fairfield,94533,"38.287136, -122.02711",0,0,0,1,1,1,0,1,0,0,0,0,1,80.2,80.2,90,3056,Lack of affordable download/upload speed,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0,0,2,0.89,1,0,0,1
2855,6265-FRMTQ,1,United States,California,Scotia,95565,"40.440636, -124.098739",0,0,0,31,1,0,0,0,0,0,0,0,0,20.4,609.1,29,5363,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.04,0,1,0,1.12,0,1,0,0
1694,7739-LAXOG,1,United States,California,Sacramento,95825,"38.590035, -121.412455",0,1,0,32,1,1,0,0,1,0,0,1,1,91.05,2954.5,80,3590,Competitor offered more data,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.99,1,1,2,0.97,0,1,0,1
1775,7359-SSBJK,1,United States,California,Whittier,90605,"33.960891, -118.032222",1,0,0,64,1,0,1,1,0,1,1,0,1,70.2,4481.0,89,6080,Lack of affordable download/upload speed,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0,1,1,3,1.15,0,0,1,1
6025,9752-ZNQUT,1,United States,California,Visalia,93291,"36.391777, -119.372842",0,0,0,1,1,0,0,1,0,0,0,0,1,48.6,48.6,24,3704,,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,0.94,1,0,0,0
2891,8039-ACLPL,1,United States,California,Mather,95655,"38.549822, -121.266725",0,1,0,72,1,0,1,1,1,0,0,1,0,68.75,4888.2,52,4505,,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01,1,1,3,1.06,0,0,1,0
5646,4353-HYOJD,1,United States,California,Monrovia,91016,"34.1528, -118.000482",0,1,1,27,1,0,0,1,0,0,0,0,0,49.85,1336.15,75,5580,,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01,0,0,1,0.96,0,1,0,0
7008,0804-YGEQV,1,United States,California,Palm Desert,92211,"33.762759, -116.324817",0,1,1,43,1,1,0,0,0,0,0,0,1,24.45,993.15,77,5119,,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.06,0,1,1,0.95,0,1,0,0
3131,1702-CCFNJ,1,United States,California,Los Angeles,90077,"34.102084, -118.451629",0,1,0,52,1,1,0,1,0,1,0,0,0,61.35,3169.55,49,4729,,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01,0,1,3,0.94,0,0,1,0
3987,1564-HJUVY,1,United States,California,Modesto,95354,"37.639029, -120.964772",0,0,0,4,1,0,0,1,0,1,1,0,1,63.75,226.2,59,2624,,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.13,1,1,2,1.1,1,0,0,0
6762,0048-PIHNL,1,United States,California,Los Angeles,90058,"34.001617, -118.222274",0,1,0,49,1,0,0,0,0,0,0,0,0,20.45,900.9,20,6061,,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.11,0,1,0,1.12,0,0,1,0
5955,7658-UYUQS,1,United States,California,Fullerton,92835,"33.902211, -117.914922",1,1,0,21,1,0,0,0,1,0,1,0,0,86.55,1857.25,67,5318,,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.98,1,1,1,1.0,0,1,0,0
4920,7278-CKDNC,1,United States,California,Fresno,93701,"36.749403, -119.787574",1,0,0,24,1,1,0,1,0,0,0,0,1,80.5,2088.45,40,4422,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.93,0,0,2,0.89,0,1,0,0
5119,7576-JMYWV,1,United States,California,San Martin,95046,"37.084697, -121.606417",1,1,1,46,1,1,1,1,0,1,1,1,1,110.2,4972.1,55,4162,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02,2,0,4,1.11,0,1,0,0
3835,5639-NTUPK,1,United States,California,Walnut Creek,94598,"37.916648, -122.008483",0,0,1,13,1,0,1,0,0,0,0,0,1,52.1,670.65,34,4929,,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01,0,1,1,1.05,0,1,0,0
3651,3275-RHRNE,1,United States,California,Keeler,93530,"36.560498, -117.962461",0,1,1,28,0,0,0,1,1,1,1,1,1,60.0,1682.05,80,2797,,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,2,1,3,1.22,0,1,0,0
2655,3800-LYTRK,1,United States,California,Point Reyes Station,94956,"38.060264, -122.830646",0,0,0,14,1,0,1,0,0,1,0,0,0,55.7,795.15,57,4978,,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.98,0,0,2,1.01,0,1,0,0
1752,1062-LHZOD,1,United States,California,Los Angeles,90005,"34.059281, -118.30742",0,1,0,1,1,0,0,0,0,0,0,0,1,69.9,69.9,84,2100,Moved,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0.91,1,0,0,1
2821,8800-ZKRFW,1,United States,California,Philo,95466,"39.094102, -123.500853",0,1,1,30,1,1,0,1,1,1,1,1,1,107.5,3242.5,51,3094,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,2,0,4,1.02,0,1,0,0
4280,2378-YIZKA,1,United States,California,Weed,96094,"41.465121, -122.380947",0,1,1,68,1,0,1,1,1,1,1,1,1,85.0,5607.75,65,6221,,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.03,2,1,4,1.2,0,0,1,0
2385,8262-COGGB,1,United States,California,Visalia,93277,"36.303793, -119.375646",0,0,0,1,1,0,0,0,0,0,0,0,1,20.45,20.45,48,5384,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,1.12,1,0,0,0
1128,2114-MGINA,1,United States,California,Rio Vista,94571,"38.148862, -121.737696",0,0,0,14,1,0,0,0,0,0,1,1,1,89.8,1129.1,81,4107,Attitude of support person,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.11,2,0,0,1.17,0,1,0,1
5699,3001-UNBTL,1,United States,California,Burbank,91506,"34.169706, -118.323548",1,1,1,29,1,1,0,0,1,0,1,1,1,103.95,2964.8,58,3733,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02,2,0,2,1.1,0,1,0,0
4959,2027-WKXMW,1,United States,California,Montara,94037,"37.540582, -122.509594",0,1,0,63,1,1,0,1,1,1,1,1,1,108.75,6871.7,20,4582,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2,0,4,1.03,0,0,1,0
387,9283-LZQOH,1,United States,California,Antelope,95843,"38.715498, -121.363411",0,1,0,13,1,1,0,0,0,0,0,0,1,74.4,896.75,89,3687,Competitor made better offer,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.08,0,1,1,0.88,0,1,0,1
3157,3963-RYFNS,1,United States,California,Venice,90291,"33.991782, -118.479229",0,0,0,72,1,1,1,1,1,1,1,1,1,116.45,8013.55,20,5567,,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05,2,1,5,1.07,0,0,1,0
